FAM193A	FAM193A
TNIP2	TNIP2
SH3BP2	SH3BP2
ADD1	ADD1
MFSD10	MFSD10
NOP14-AS1	NOP14-AS1
NOP14	NOP14
GRK4	GRK4
HTT	HTT
RGS12	RGS12
LRPAP1	LRPAP1
ADRA2C	ADRA2C
TMEM128	TMEM128
LYAR	LYAR
ZBTB49	ZBTB49
STX18	STX18
WFS1	WFS1
PPP2R2C	PPP2R2C
MAN2B2	MAN2B2
MRFAP1	MRFAP1
LINC02482	LINC02482
AC093323.1	AC093323.1
MRFAP1L1	MRFAP1L1
BLOC1S4	BLOC1S4
KIAA0232	KIAA0232
TBC1D14	TBC1D14
CCDC96	CCDC96
TADA2B	TADA2B
GRPEL1	GRPEL1
AFAP1	AFAP1
ACOX3	ACOX3
TRMT44	TRMT44
WDR1	WDR1
RAB28	RAB28
BOD1L1	BOD1L1
CC2D2A	CC2D2A
FBXL5	FBXL5
FAM200B	FAM200B
TAPT1	TAPT1
QDPR	QDPR
LAP3	LAP3
MED28	MED28
FAM184B	FAM184B
DCAF16	DCAF16
NCAPG	NCAPG
LCORL	LCORL
SLIT2	SLIT2
PACRGL	PACRGL
ADGRA3	ADGRA3
DHX15	DHX15
PI4K2B	PI4K2B
ZCCHC4	ZCCHC4
ANAPC4	ANAPC4
SMIM20	SMIM20
RBPJ	RBPJ
TBC1D19	TBC1D19
STIM2	STIM2
PCDH7	PCDH7
PGM2	PGM2
TBC1D1	TBC1D1
KLF3	KLF3
FAM114A1	FAM114A1
KLHL5	KLHL5
WDR19	WDR19
RFC1	RFC1
LIAS	LIAS
UGDH	UGDH
SMIM14	SMIM14
UBE2K	UBE2K
PDS5A	PDS5A
N4BP2	N4BP2
CHRNA9	CHRNA9
APBB2	APBB2
UCHL1	UCHL1
TMEM33	TMEM33
SLC30A9	SLC30A9
GUF1	GUF1
GNPDA2	GNPDA2
COMMD8	COMMD8
ATP10D	ATP10D
NFXL1	NFXL1
SLAIN2	SLAIN2
SLC10A4	SLC10A4
ZAR1	ZAR1
FRYL	FRYL
OCIAD1	OCIAD1
DCUN1D4	DCUN1D4
SGCB	SGCB
SPATA18	SPATA18
USP46	USP46
RASL11B	RASL11B
SCFD2	SCFD2
FIP1L1	FIP1L1
CHIC2	CHIC2
SRD5A3	SRD5A3
TMEM165	TMEM165
CLOCK	CLOCK
EXOC1	EXOC1
CEP135	CEP135
AASDH	AASDH
PPAT	PPAT
PAICS	PAICS
SRP72	SRP72
REST	REST
NOA1	NOA1
POLR2B	POLR2B
ADGRL3	ADGRL3
CENPC	CENPC
UBA6	UBA6
UBA6-AS1	UBA6-AS1
YTHDC1	YTHDC1
UTP3	UTP3
RUFY3	RUFY3
GRSF1	GRSF1
MOB1B	MOB1B
DCK	DCK
ADAMTS3	ADAMTS3
COX18	COX18
ANKRD17	ANKRD17
MTHFD2L	MTHFD2L
RCHY1	RCHY1
THAP6	THAP6
G3BP2	G3BP2
USO1	USO1
NAAA	NAAA
SDAD1	SDAD1
NUP54	NUP54
SCARB2	SCARB2
SHROOM3	SHROOM3
SEPT11	SEPT11
CCNG2	CCNG2
CNOT6L	CNOT6L
MRPL1	MRPL1
ANXA3	ANXA3
BMP2K	BMP2K
PAQR3	PAQR3
HNRNPD	HNRNPD
AC124016.1	AC124016.1
ENOPH1	ENOPH1
SCD5	SCD5
SEC31A	SEC31A
THAP9-AS1	THAP9-AS1
LIN54	LIN54
COPS4	COPS4
COQ2	COQ2
HELQ	HELQ
MRPS18C	MRPS18C
ABRAXAS1	ABRAXAS1
GPAT3	GPAT3
WDFY3	WDFY3
MAPK10	MAPK10
PTPN13	PTPN13
AFF1	AFF1
KLHL8	KLHL8
HSD17B11	HSD17B11
NUDT9	NUDT9
PKD2	PKD2
PPM1K	PPM1K
PYURF	PYURF
NAP1L5	NAP1L5
FAM13A	FAM13A
TIGD2	TIGD2
AC097478.1	AC097478.1
SNCA	SNCA
SMARCAD1	SMARCAD1
PDLIM5	PDLIM5
BMPR1B-DT	BMPR1B-DT
BMPR1B	BMPR1B
UNC5C	UNC5C
RAP1GDS1	RAP1GDS1
EIF4E	EIF4E
METAP1	METAP1
ADH5	ADH5
TRMT10A	TRMT10A
LAMTOR3	LAMTOR3
DNAJB14	DNAJB14
PPP3CA	PPP3CA
SLC39A8	SLC39A8
NFKB1	NFKB1
MANBA	MANBA
UBE2D3	UBE2D3
AC018797.2	AC018797.2
CISD2	CISD2
SLC9B2	SLC9B2
BDH2	BDH2
CENPE	CENPE
CXXC4	CXXC4
AC004069.1	AC004069.1
TET2	TET2
PPA2	PPA2
INTS12	INTS12
GSTCD	GSTCD
TBCK	TBCK
AIMP1	AIMP1
PAPSS1	PAPSS1
SGMS2	SGMS2
HADH	HADH
OSTC	OSTC
SEC24B	SEC24B
MCUB	MCUB
CASP6	CASP6
PLA2G12A	PLA2G12A
GAR1	GAR1
ELOVL6	ELOVL6
AP1AR	AP1AR
TIFA	TIFA
ZGRF1	ZGRF1
LARP7	LARP7
ANK2	ANK2
TRAM1L1	TRAM1L1
SNHG8	SNHG8
METTL14	METTL14
SEC24D	SEC24D
USP53	USP53
C4orf3	C4orf3
MAD2L1	MAD2L1
PRDM5	PRDM5
ANXA5	ANXA5
EXOSC9	EXOSC9
CCNA2	CCNA2
BBS7	BBS7
KIAA1109	KIAA1109
BBS12	BBS12
FGF2	FGF2
NUDT6	NUDT6
SPATA5	SPATA5
SPRY1	SPRY1
LINC01091	LINC01091
ANKRD50	ANKRD50
INTU	INTU
HSPA4L	HSPA4L
PLK4	PLK4
MFSD8	MFSD8
ABHD18	ABHD18
LARP1B	LARP1B
PGRMC2	PGRMC2
JADE1	JADE1
SCLT1	SCLT1
C4orf33	C4orf33
PCDH10	PCDH10
PABPC4L	PABPC4L
NOCT	NOCT
ELF2	ELF2
NDUFC1	NDUFC1
NAA15	NAA15
AC097376.2	AC097376.2
RAB33B	RAB33B
SETD7	SETD7
MGST2	MGST2
SCOC	SCOC
CLGN	CLGN
ELMOD2	ELMOD2
TBC1D9	TBC1D9
ZNF330	ZNF330
INPP4B	INPP4B
USP38	USP38
GAB1	GAB1
SMARCA5	SMARCA5
HHIP-AS1	HHIP-AS1
HHIP	HHIP
ANAPC10	ANAPC10
ABCE1	ABCE1
OTUD4	OTUD4
SMAD1	SMAD1
MMAA	MMAA
ZNF827	ZNF827
LSM6	LSM6
TMEM184C	TMEM184C
PRMT9	PRMT9
ARHGAP10	ARHGAP10
DCLK2	DCLK2
LRBA	LRBA
MAB21L2	MAB21L2
SH3D19	SH3D19
GATB	GATB
FBXW7	FBXW7
ARFIP1	ARFIP1
TRIM2	TRIM2
MND1	MND1
TMEM131L	TMEM131L
RNF175	RNF175
PLRG1	PLRG1
MAP9	MAP9
FAM198B	FAM198B
TMEM144	TMEM144
C4orf46	C4orf46
ETFDH	ETFDH
PPID	PPID
FNIP2	FNIP2
RAPGEF2	RAPGEF2
NAF1	NAF1
TMA16	TMA16
TMEM192	TMEM192
KLHL2	KLHL2
MSMO1	MSMO1
CPE	CPE
PALLD	PALLD
CBR4	CBR4
SH3RF1	SH3RF1
NEK1	NEK1
CLCN3	CLCN3
HPF1	HPF1
MFAP3L	MFAP3L
AADAT	AADAT
GALNT7	GALNT7
HMGB2	HMGB2
AC097534.2	AC097534.2
SAP30	SAP30
FBXO8	FBXO8
CEP44	CEP44
GPM6A	GPM6A
WDR17	WDR17
SPCS3	SPCS3
AGA	AGA
AC078881.1	AC078881.1
TENM3	TENM3
DCTD	DCTD
WWC2	WWC2
CDKN2AIP	CDKN2AIP
ING2	ING2
RWDD4	RWDD4
TRAPPC11	TRAPPC11
IRF2	IRF2
CASP3	CASP3
PRIMPOL	PRIMPOL
CENPU	CENPU
ACSL1	ACSL1
SLC25A4	SLC25A4
CFAP97	CFAP97
SNX25	SNX25
ANKRD37	ANKRD37
UFSP2	UFSP2
FAT1	FAT1
FRG1	FRG1
CCDC127	CCDC127
SDHA	SDHA
PDCD6	PDCD6
EXOC3-AS1	EXOC3-AS1
EXOC3	EXOC3
SLC9A3	SLC9A3
CEP72	CEP72
BRD9	BRD9
TRIP13	TRIP13
NKD2	NKD2
SLC12A7	SLC12A7
CLPTM1L	CLPTM1L
LPCAT1	LPCAT1
MRPL36	MRPL36
NDUFS6	NDUFS6
ICE1	ICE1
MED10	MED10
NSUN2	NSUN2
SRD5A1	SRD5A1
TENT4A	TENT4A
MTRR	MTRR
FASTKD3	FASTKD3
MIR4458HG	MIR4458HG
FAM173B	FAM173B
CCT5	CCT5
CMBL	CMBL
MARCH6	MARCH6
DAP	DAP
TRIO	TRIO
OTULIN	OTULIN
ZNF622	ZNF622
CDH10	CDH10
PURPL	PURPL
DROSHA	DROSHA
C5orf22	C5orf22
GOLPH3	GOLPH3
MTMR12	MTMR12
ZFR	ZFR
TARS	TARS
C1QTNF3	C1QTNF3
RAI14	RAI14
RAD1	RAD1
BRIX1	BRIX1
DNAJC21	DNAJC21
SPEF2	SPEF2
UGT3A2	UGT3A2
LMBRD2	LMBRD2
SKP2	SKP2
NADK2	NADK2
NIPBL	NIPBL
CPLANE1	CPLANE1
NUP155	NUP155
WDR70	WDR70
RICTOR	RICTOR
TTC33	TTC33
PRKAA1	PRKAA1
OXCT1	OXCT1
C5orf51	C5orf51
FBXO4	FBXO4
ZNF131	ZNF131
HMGCS1	HMGCS1
TMEM267	TMEM267
C5orf34	C5orf34
PAIP1	PAIP1
NNT-AS1	NNT-AS1
MRPS30	MRPS30
AC093297.2	AC093297.2
EMB	EMB
PARP8	PARP8
LINC02106	LINC02106
AC010478.1	AC010478.1
ISL1	ISL1
PELO	PELO
MOCS2	MOCS2
AC008966.1	AC008966.1
NDUFS4	NDUFS4
ARL15	ARL15
SNX18	SNX18
GPX8	GPX8
CCNO	CCNO
DHX29	DHX29
MTREX	MTREX
PLPP1	PLPP1
SLC38A9	SLC38A9
IL6ST	IL6ST
SETD9	SETD9
MIER3	MIER3
GPBP1	GPBP1
PLK2	PLK2
AC016642.1	AC016642.1
PDE4D	PDE4D
DEPDC1B	DEPDC1B
ERCC8	ERCC8
NDUFAF2	NDUFAF2
SMIM15	SMIM15
ZSWIM6	ZSWIM6
KIF2A	KIF2A
DIMT1	DIMT1
IPO11	IPO11
SHISAL2B	SHISAL2B
SREK1IP1	SREK1IP1
CWC27	CWC27
ADAMTS6	ADAMTS6
CENPK	CENPK
PPWD1	PPWD1
TRIM23	TRIM23
TRAPPC13	TRAPPC13
SHLD3	SHLD3
SGTB	SGTB
NLN	NLN
ERBIN	ERBIN
SREK1	SREK1
PIK3R1	PIK3R1
SLC30A5	SLC30A5
CCNB1	CCNB1
CENPH	CENPH
MRPS36	MRPS36
CDK7	CDK7
AK6	AK6
TAF9	TAF9
RAD17	RAD17
OCLN	OCLN
GTF2H2C	GTF2H2C
SERF1A	SERF1A
SMN1	SMN1
GTF2H2	GTF2H2
BDP1	BDP1
MCCC2	MCCC2
MAP1B	MAP1B
MRPS27	MRPS27
PTCD2	PTCD2
TNPO1	TNPO1
FCHO2	FCHO2
ANKRA2	ANKRA2
UTP15	UTP15
HEXB	HEXB
GFM2	GFM2
NSA2	NSA2
FAM169A	FAM169A
GCNT4	GCNT4
HMGCR	HMGCR
COL4A3BP	COL4A3BP
POLK	POLK
POC5	POC5
AGGF1	AGGF1
ZBED3	ZBED3
ZBED3-AS1	ZBED3-AS1
WDR41	WDR41
AP3B1	AP3B1
SCAMP1-AS1	SCAMP1-AS1
SCAMP1	SCAMP1
LHFPL2	LHFPL2
ARSB	ARSB
JMY	JMY
HOMER1	HOMER1
TENT2	TENT2
MTX3	MTX3
SERINC5	SERINC5
ZFYVE16	ZFYVE16
AC008771.1	AC008771.1
DHFR	DHFR
MSH3	MSH3
CKMT2-AS1	CKMT2-AS1
ZCCHC9	ZCCHC9
SSBP2	SSBP2
ATG10	ATG10
ATP6AP1L	ATP6AP1L
AC108174.1	AC108174.1
TMEM167A	TMEM167A
XRCC4	XRCC4
VCAN	VCAN
HAPLN1	HAPLN1
RASA1	RASA1
CCNH	CCNH
TMEM161B	TMEM161B
TMEM161B-AS1	TMEM161B-AS1
CETN3	CETN3
MBLAC2	MBLAC2
POLR3G	POLR3G
LYSMD3	LYSMD3
ADGRV1	ADGRV1
ARRDC3	ARRDC3
NR2F1-AS1	NR2F1-AS1
NR2F1	NR2F1
FAM172A	FAM172A
POU5F2	POU5F2
SLF1	SLF1
TTC37	TTC37
ARSK	ARSK
RFESD	RFESD
RHOBTB3	RHOBTB3
GLRX	GLRX
ELL2	ELL2
CAST	CAST
ERAP1	ERAP1
ERAP2	ERAP2
LNPEP	LNPEP
RIOK2	RIOK2
RGMB	RGMB
CHD1	CHD1
FAM174A	FAM174A
PAM	PAM
GIN1	GIN1
PPIP5K2	PPIP5K2
C5orf30	C5orf30
NUDT12	NUDT12
EFNA5	EFNA5
FBXL17	FBXL17
FER	FER
PJA2	PJA2
MAN2A1	MAN2A1
SLC25A46	SLC25A46
WDR36	WDR36
STARD4	STARD4
STARD4-AS1	STARD4-AS1
NREP	NREP
EPB41L4A-AS1	EPB41L4A-AS1
APC	APC
SRP19	SRP19
REEP5	REEP5
DCP2	DCP2
MCC	MCC
YTHDC2	YTHDC2
PGGT1B	PGGT1B
CCDC112	CCDC112
FEM1C	FEM1C
TMED7	TMED7
CDO1	CDO1
ATG12	ATG12
AP3S1	AP3S1
COMMD10	COMMD10
SEMA6A	SEMA6A
DTWD2	DTWD2
DMXL1	DMXL1
HSD17B4	HSD17B4
PRR16	PRR16
SRFBP1	SRFBP1
LOX	LOX
SNX2	SNX2
SNX24	SNX24
PPIC	PPIC
CEP120	CEP120
CSNK1G3	CSNK1G3
ALDH7A1	ALDH7A1
PHAX	PHAX
LMNB1	LMNB1
MARCH3	MARCH3
PRRC1	PRRC1
LINC01184	LINC01184
SLC12A2	SLC12A2
FBN2	FBN2
ISOC1	ISOC1
LYRM7	LYRM7
CDC42SE2	CDC42SE2
RAPGEF6	RAPGEF6
FNIP1	FNIP1
P4HA2	P4HA2
SLC22A5	SLC22A5
IRF1	IRF1
KIF3A	KIF3A
SEPT8	SEPT8
SHROOM1	SHROOM1
LEAP2	LEAP2
AFF4	AFF4
ZCCHC10	ZCCHC10
HSPA4	HSPA4
C5orf15	C5orf15
VDAC1	VDAC1
AC008608.2	AC008608.2
TCF7	TCF7
PPP2CA	PPP2CA
CDKL3	CDKL3
UBE2B	UBE2B
CDKN2AIPNL	CDKN2AIPNL
JADE2	JADE2
SAR1B	SAR1B
SEC24A	SEC24A
CAMLG	CAMLG
DDX46	DDX46
C5orf24	C5orf24
TXNDC15	TXNDC15
PCBD2	PCBD2
PITX1	PITX1
H2AFY	H2AFY
SMAD5	SMAD5
HNRNPA0	HNRNPA0
AC106791.1	AC106791.1
FAM13B	FAM13B
NME5	NME5
BRD8	BRD8
KIF20A	KIF20A
CDC23	CDC23
CDC25C	CDC25C
FAM53C	FAM53C
KDM3B	KDM3B
REEP2	REEP2
EGR1	EGR1
ETF1	ETF1
HSPA9	HSPA9
CTNNA1	CTNNA1
SIL1	SIL1
PAIP2	PAIP2
SPATA24	SPATA24
DNAJC18	DNAJC18
UBE2D2	UBE2D2
CXXC5	CXXC5
NRG2	NRG2
PURA	PURA
CYSTM1	CYSTM1
PFDN1	PFDN1
ANKHD1	ANKHD1
SRA1	SRA1
APBB3	APBB3
SLC35A4	SLC35A4
NDUFA2	NDUFA2
TMCO6	TMCO6
IK	IK
WDR55	WDR55
HARS	HARS
HARS2	HARS2
ZMAT2	ZMAT2
PCDHB2	PCDHB2
PCDHB9	PCDHB9
PCDHB14	PCDHB14
TAF7	TAF7
DIAPH1	DIAPH1
HDAC3	HDAC3
RELL2	RELL2
DELE1	DELE1
RNF14	RNF14
GNPDA1	GNPDA1
NDFIP1	NDFIP1
SPRY4	SPRY4
YIPF5	YIPF5
PRELID2	PRELID2
SH3RF2	SH3RF2
LARS	LARS
RBM27	RBM27
TCERG1	TCERG1
FBXO38	FBXO38
GRPEL2	GRPEL2
PCYOX1L	PCYOX1L
CARMN	CARMN
CSNK1A1	CSNK1A1
PPARGC1B	PPARGC1B
SLC26A2	SLC26A2
TIGD6	TIGD6
HMGXB3	HMGXB3
PDGFRB	PDGFRB
TCOF1	TCOF1
CD74	CD74
NDST1	NDST1
RBM22	RBM22
DCTN4	DCTN4
SMIM3	SMIM3
TNIP1	TNIP1
ANXA6	ANXA6
GM2A	GM2A
SPARC	SPARC
ATOX1	ATOX1
G3BP1	G3BP1
FAM114A2	FAM114A2
GALNT10	GALNT10
SAP30L	SAP30L
LARP1	LARP1
FAXDC2	FAXDC2
CNOT8	CNOT8
GEMIN5	GEMIN5
MRPL22	MRPL22
MED7	MED7
CYFIP2	CYFIP2
ADAM19	ADAM19
THG1L	THG1L
LSM11	LSM11
CLINT1	CLINT1
RNF145	RNF145
UBLCP1	UBLCP1
TTC1	TTC1
PWWP2A	PWWP2A
ZBED8	ZBED8
SLU7	SLU7
PTTG1	PTTG1
CCNG1	CCNG1
NUDCD2	NUDCD2
HMMR	HMMR
MAT2B	MAT2B
WWC1	WWC1
RARS	RARS
PANK3	PANK3
SPDL1	SPDL1
RANBP17	RANBP17
AC091980.2	AC091980.2
TLX3	TLX3
FBXW11	FBXW11
STK10	STK10
UBTD2	UBTD2
SH3PXD2B	SH3PXD2B
DUSP1	DUSP1
ERGIC1	ERGIC1
RPL26L1	RPL26L1
ATP6V0E1	ATP6V0E1
BNIP1	BNIP1
NKX2-5	NKX2-5
STC2	STC2
BOD1	BOD1
CPEB4	CPEB4
SFXN1	SFXN1
THOC3	THOC3
SIMC1	SIMC1
KIAA1191	KIAA1191
ARL10	ARL10
NOP16	NOP16
HIGD2A	HIGD2A
CLTB	CLTB
FAF2	FAF2
RNF44	RNF44
GPRIN1	GPRIN1
TSPAN17	TSPAN17
UIMC1	UIMC1
ZNF346	ZNF346
NSD1	NSD1
RAB24	RAB24
MXD3	MXD3
LMAN2	LMAN2
RGS14	RGS14
F12	F12
GRK6	GRK6
PRR7	PRR7
DBN1	DBN1
PDLIM7	PDLIM7
DDX41	DDX41
FAM193B	FAM193B
TMED9	TMED9
B4GALT7	B4GALT7
RMND5B	RMND5B
HNRNPAB	HNRNPAB
PHYKPL	PHYKPL
CLK4	CLK4
ZNF354A	ZNF354A
ZNF354B	ZNF354B
ZNF879	ZNF879
RUFY1	RUFY1
HNRNPH1	HNRNPH1
CANX	CANX
MAML1	MAML1
MGAT4B	MGAT4B
SQSTM1	SQSTM1
MRNIP	MRNIP
TBC1D9B	TBC1D9B
RNF130	RNF130
MAPK9	MAPK9
GFPT2	GFPT2
CNOT6	CNOT6
FLT4	FLT4
MGAT1	MGAT1
ZFP62	ZFP62
BTNL9	BTNL9
AC008443.5	AC008443.5
TRIM7	TRIM7
TRIM41	TRIM41
TRIM52	TRIM52
DUSP22	DUSP22
EXOC2	EXOC2
FOXC1	FOXC1
GMDS	GMDS
WRNIP1	WRNIP1
SERPINB6	SERPINB6
LINC01011	LINC01011
NQO2	NQO2
RIPK1	RIPK1
AL031963.3	AL031963.3
BPHL	BPHL
TUBB2A	TUBB2A
PSMG4	PSMG4
PXDC1	PXDC1
PRPF4B	PRPF4B
ECI2	ECI2
CDYL	CDYL
RPP40	RPP40
AL359643.3	AL359643.3
LYRM4	LYRM4
FARS2	FARS2
RREB1	RREB1
SSR1	SSR1
RIOK1	RIOK1
SNRNP48	SNRNP48
BLOC1S5	BLOC1S5
EEF1E1	EEF1E1
SLC35B3	SLC35B3
TFAP2A	TFAP2A
TFAP2A-AS1	TFAP2A-AS1
GCNT2	GCNT2
PAK1IP1	PAK1IP1
TMEM14C	TMEM14C
TMEM14B	TMEM14B
SMIM13	SMIM13
HIVEP1	HIVEP1
TBC1D7	TBC1D7
GFOD1	GFOD1
SIRT5	SIRT5
NOL7	NOL7
RANBP9	RANBP9
MCUR1	MCUR1
CD83	CD83
JARID2	JARID2
DTNBP1	DTNBP1
CAP2	CAP2
FAM8A1	FAM8A1
NUP153	NUP153
KIF13A	KIF13A
NHLRC1	NHLRC1
TPMT	TPMT
KDM1B	KDM1B
DEK	DEK
ID4	ID4
E2F3	E2F3
CDKAL1	CDKAL1
SOX4	SOX4
MRS2	MRS2
GPLD1	GPLD1
ALDH5A1	ALDH5A1
TDP2	TDP2
ACOT13	ACOT13
C6orf62	C6orf62
GMNN	GMNN
CARMIL1	CARMIL1
HIST1H1C	HIST1H1C
HFE	HFE
HIST1H4C	HIST1H4C
HIST1H2BC	HIST1H2BC
HIST1H2AC	HIST1H2AC
HIST1H2BD	HIST1H2BD
AL031777.3	AL031777.3
HIST1H4E	HIST1H4E
HIST1H2BG	HIST1H2BG
HIST1H2AE	HIST1H2AE
HIST1H2BH	HIST1H2BH
HIST1H4H	HIST1H4H
BTN3A2	BTN3A2
BTN2A1	BTN2A1
HMGN4	HMGN4
ABT1	ABT1
ZNF322	ZNF322
HIST1H2BJ	HIST1H2BJ
HIST1H2AG	HIST1H2AG
PRSS16	PRSS16
ZNF391	ZNF391
ZNF184	ZNF184
HIST1H3H	HIST1H3H
HIST1H2BN	HIST1H2BN
AL121944.1	AL121944.1
ZSCAN16-AS1	ZSCAN16-AS1
ZKSCAN8	ZKSCAN8
ZSCAN9	ZSCAN9
ZKSCAN4	ZKSCAN4
ZSCAN26	ZSCAN26
PGBD1	PGBD1
ZSCAN31	ZSCAN31
ZKSCAN3	ZKSCAN3
TRIM27	TRIM27
GABBR1	GABBR1
ZNRD1	ZNRD1
PPP1R11	PPP1R11
TRIM26	TRIM26
HCG18	HCG18
TRIM39	TRIM39
RPP21	RPP21
HLA-E	HLA-E
GNL1	GNL1
PRR3	PRR3
ABCF1	ABCF1
PPP1R10	PPP1R10
MRPS18B	MRPS18B
ATAT1	ATAT1
C6orf136	C6orf136
DHX16	DHX16
PPP1R18	PPP1R18
NRM	NRM
MDC1	MDC1
FLOT1	FLOT1
IER3-AS1	IER3-AS1
IER3	IER3
DDR1	DDR1
VARS2	VARS2
CCHCR1	CCHCR1
TCF19	TCF19
HLA-C	HLA-C
HLA-B	HLA-B
MICA	MICA
DDX39B	DDX39B
NFKBIL1	NFKBIL1
PRRC2A	PRRC2A
BAG6	BAG6
APOM	APOM
C6orf47	C6orf47
GPANK1	GPANK1
CSNK2B	CSNK2B
DDAH2	DDAH2
CLIC1	CLIC1
VARS	VARS
LSM2	LSM2
HSPA1B	HSPA1B
NEU1	NEU1
EHMT2	EHMT2
NELFE	NELFE
SKIV2L	SKIV2L
DXO	DXO
STK19	STK19
ATF6B	ATF6B
FKBPL	FKBPL
PRRT1	PRRT1
PPT2	PPT2
AGPAT1	AGPAT1
RNF5	RNF5
AGER	AGER
PBX2	PBX2
AL662796.1	AL662796.1
TAP2	TAP2
PSMB9	PSMB9
TAP1	TAP1
HLA-DMA	HLA-DMA
BRD2	BRD2
HLA-DPA1	HLA-DPA1
RXRB	RXRB
SLC39A7	SLC39A7
HSD17B8	HSD17B8
RING1	RING1
VPS52	VPS52
WDR46	WDR46
PFDN6	PFDN6
RGL2	RGL2
TAPBP	TAPBP
ZBTB22	ZBTB22
DAXX	DAXX
KIFC1	KIFC1
PHF1	PHF1
CUTA	CUTA
SYNGAP1	SYNGAP1
BAK1	BAK1
UQCC2	UQCC2
LEMD2	LEMD2
SMIM29	SMIM29
NUDT3	NUDT3
C6orf106	C6orf106
AL451165.2	AL451165.2
SNRPC	SNRPC
UHRF1BP1	UHRF1BP1
TAF11	TAF11
ANKS1A	ANKS1A
ZNF76	ZNF76
DEF6	DEF6
PPARD	PPARD
FANCE	FANCE
TEAD3	TEAD3
FKBP5	FKBP5
SRPK1	SRPK1
MAPK14	MAPK14
BRPF3	BRPF3
KCTD20	KCTD20
STK38	STK38
CDKN1A	CDKN1A
PPIL1	PPIL1
C6orf89	C6orf89
MTCH1	MTCH1
PIM1	PIM1
TBC1D22B	TBC1D22B
RNF8	RNF8
CMTR1	CMTR1
CCDC167	CCDC167
ZFAND3	ZFAND3
BTBD9	BTBD9
GLO1	GLO1
SAYSD1	SAYSD1
OARD1	OARD1
NFYA	NFYA
FOXP4	FOXP4
MED20	MED20
BYSL	BYSL
CCND3	CCND3
TAF8	TAF8
MRPS10	MRPS10
TRERF1	TRERF1
UBR2	UBR2
PRPH2	PRPH2
TBCC	TBCC
RPL7L1	RPL7L1
C6orf226	C6orf226
CNPY3	CNPY3
PEX6	PEX6
PPP2R5D	PPP2R5D
MEA1	MEA1
KLHDC3	KLHDC3
RRP36	RRP36
CUL7	CUL7
KLC4	KLC4
MRPL2	MRPL2
PTK7	PTK7
SRF	SRF
DNPH1	DNPH1
ZNF318	ZNF318
ABCC10	ABCC10
DLK2	DLK2
TJAP1	TJAP1
LRRC73	LRRC73
POLR1C	POLR1C
YIPF3	YIPF3
XPO5	XPO5
POLH	POLH
MAD2L1BP	MAD2L1BP
RSPH9	RSPH9
MRPS18A	MRPS18A
VEGFA	VEGFA
MRPL14	MRPL14
TMEM63B	TMEM63B
SLC29A1	SLC29A1
SLC35B2	SLC35B2
NFKBIE	NFKBIE
AARS2	AARS2
CDC5L	CDC5L
SUPT3H	SUPT3H
CD2AP	CD2AP
MUT	MUT
CENPQ	CENPQ
MCM3	MCM3
PAQR8	PAQR8
EFHC1	EFHC1
TRAM2	TRAM2
TRAM2-AS1	TRAM2-AS1
TMEM14A	TMEM14A
GSTA4	GSTA4
ICK	ICK
FBXO9	FBXO9
ELOVL5	ELOVL5
GCLC	GCLC
LRRC1	LRRC1
MLIP	MLIP
DST	DST
KIAA1586	KIAA1586
ZNF451	ZNF451
BAG2	BAG2
RAB23	RAB23
PRIM2	PRIM2
AL021368.2	AL021368.2
PTP4A1	PTP4A1
PHF3	PHF3
AL391807.1	AL391807.1
ADGRB3	ADGRB3
LMBRD1	LMBRD1
FAM135A	FAM135A
SDHAF4	SDHAF4
SMAP1	SMAP1
B3GAT2	B3GAT2
OGFRL1	OGFRL1
MTO1	MTO1
SLC17A5	SLC17A5
TMEM30A	TMEM30A
SENP6	SENP6
IRAK1BP1	IRAK1BP1
PHIP	PHIP
LCA5	LCA5
SH3BGRL2	SH3BGRL2
ELOVL4	ELOVL4
TTK	TTK
BCKDHB	BCKDHB
TENT5A	TENT5A
IBTK	IBTK
TPBG	TPBG
UBE3D	UBE3D
PGM3	PGM3
RWDD2A	RWDD2A
RIPPLY2	RIPPLY2
CYB5R4	CYB5R4
MRAP2	MRAP2
CEP162	CEP162
SNX14	SNX14
SYNCRIP	SYNCRIP
ZNF292	ZNF292
SMIM8	SMIM8
SLC35A1	SLC35A1
RARS2	RARS2
ORC3	ORC3
AKIRIN2	AKIRIN2
RNGTT	RNGTT
PNRC1	PNRC1
SRSF12	SRSF12
PM20D2	PM20D2
UBE2J1	UBE2J1
RRAGD	RRAGD
LYRM2	LYRM2
MDN1	MDN1
CASP8AP2	CASP8AP2
BACH2	BACH2
MAP3K7	MAP3K7
MANEA	MANEA
UFL1	UFL1
GPR63	GPR63
NDUFAF4	NDUFAF4
MMS22L	MMS22L
FBXL4	FBXL4
FAXC	FAXC
COQ3	COQ3
PNISR	PNISR
USP45	USP45
TSTD3	TSTD3
CCNC	CCNC
ASCC3	ASCC3
GRIK2	GRIK2
HACE1	HACE1
LIN28B	LIN28B
BVES	BVES
POPDC3	POPDC3
PREP	PREP
ATG5	ATG5
RTN4IP1	RTN4IP1
QRSL1	QRSL1
CD24	CD24
C6orf203	C6orf203
BEND3	BEND3
PDSS2	PDSS2
SOBP	SOBP
SEC63	SEC63
OSTM1	OSTM1
SNX3	SNX3
AFG1L	AFG1L
FOXO3	FOXO3
SESN1	SESN1
CEP57L1	CEP57L1
CD164	CD164
PPIL6	PPIL6
