1228	FPGT-TNNI3K
1229	TNNI3K
1230	AC093158.1
1231	AC105271.1
1232	LRRC53
1233	ERICH3
1234	ERICH3-AS1
1235	AC135803.1
1236	CRYZ
1237	TYW3
1238	AC133865.1
1239	AC099786.3
1240	AC099786.1
1241	LHX8
1242	AC099786.2
1243	SLC44A5
1244	AL357314.1
1245	ACADM
1246	RABGGTB
1247	MSH4
1248	ASB17
1249	AC092813.1
1250	AC092813.2
1251	ST6GALNAC3
1252	AC104458.1
1253	LINC02567
1254	ST6GALNAC5
1255	AL035409.1
1256	PIGK
1257	AK5
1258	AC095030.1
1259	AC118549.1
1260	USP33
1261	MIGA1
1262	NEXN-AS1
1263	NEXN
1264	FUBP1
1265	DNAJB4
1266	GIPC2
1267	AC103591.3
1268	PTGFR
1269	IFI44L
1270	IFI44
1271	ADGRL4
1272	AL353651.2
1273	AL353651.1
1274	AL353651.3
1275	AC099671.1
1276	AC098657.2
1277	AL606519.1
1278	AL136234.1
1279	LINC01781
1280	AC093154.1
1281	ADGRL2
1282	AL138799.4
1283	AC117944.1
1284	AC093580.1
1285	LINC01362
1286	LINC01361
1287	LINC01712
1288	LINC01725
1289	AL035706.1
1290	TTLL7
1291	AC104454.2
1292	AL359504.2
1293	PRKACB
1294	SAMD13
1295	DNASE2B
1296	AL844170.1
1297	RPF1
1298	GNG5
1299	SPATA1
1300	CTBS
1301	AL359762.2
1302	LINC01555
1303	SSX2IP
1304	AC104169.1
1305	LPAR3
1306	MCOLN2
1307	WDR63
1308	MCOLN3
1309	SYDE2
1310	C1orf52
1311	BCL10
1312	AL078459.1
1313	DDAH1
1314	AL360219.1
1315	AC092807.3
1316	AC092807.2
1317	CYR61
1318	AC092807.1
1319	ZNHIT6
1320	COL24A1
1321	AL136382.1
1322	ODF2L
1323	CLCA2
1324	CLCA1
1325	CLCA4
1326	AL356270.1
1327	AL049597.2
1328	SH3GLB1
1329	AL355981.1
1330	SELENOF
1331	HS2ST1
1332	AL121989.1
1333	AC093155.3
1334	LINC01140
1335	AC099062.1
1336	LMO4
1337	LINC01364
1338	PKN2-AS1
1339	PKN2
1340	GTF2B
